licence number,establishment name,location address line 1,location address line 2,location address city,location postal code,licence type,licence sub type,capacity
308769,Coco's Surf Kitchen & Lounge,201-26730 56 Ave,,LANGLEY,V4W3X5,Food Primary,,50
304833,Coconut Thai Restaurant ,6 - 7355 Vedder Rd.,,SARDIS,V2R3V4,Food Primary,,58
306690,Cocoru,2140-8391 Alexandra Rd,,RICHMOND,V6X1C3,Food Primary,,50
144008,Coffee + Kitchen,4709 Canal Rd,,PENDER ISLAND,V0N2M1,Food Primary,,85
195311,Cold Beer & Liquor Store,6475 John Hart Hwy,,PRINCE GEORGE,V2K3A4,Licensee Retail Store,,
144281,Cold Tea Restaurant,1193 Granville St,,VANCOUVER,V6Z1M1,Food Primary,,160
12640,Coldwater Hotel,1901 Voght Street,,MERRITT,V1K1B8,Liquor Primary,,185
91826,Coldwater Hotel,1901 Voght Street,,MERRITT,V1K1B8,Food Primary,,298
194846,Coldwater Hotel,1901 Voght Street,,MERRITT,V1K1B8,Licensee Retail Store,,
306963,Collective Arts Brewing Limited,,,,,Agent,,
195281,College Park Liquor Store,104 1520 McCallum Road,,ABBOTSFORD,V2S8A3,Licensee Retail Store,,
149630,College of the Rockies,2700 College Way,Box 8500,CRANBROOK,V1C5L7,Food Primary,,383
162341,"Colombo Lodge, Italian Cultural Centre",814 Lorne St,,KAMLOOPS,V2C1W8,Liquor Primary,Club,192
216412,"Colombo Lodge, Italian Cultural Centre",814 Lorne St,,KAMLOOPS,V2C1W8,Food Primary,,434
304543,Colony,3255 W Broadway,,VANCOUVER,V6K2H5,Liquor Primary,,114
300401,Colony Bar,965 Granville St,,VANCOUVER,V6Z1L3,Liquor Primary,,405
89314,Colony Main,2904 Main St,,VANCOUVER,V5T3G3,Food Primary,,113
308018,Colony Restaurant,100 2100 Dollarton Hwy,,NORTH VANCOUVER,V7H0B5,Food Primary,,260
43270,Colosseum Pizza & Steak House,124 1st St. W.,,NORTH VANCOUVER,V7M3N3,Food Primary,,10
300100,Columbia Brewery ,1220 Erickson Street,,CRESTON,V0B1G0,Manufacturer,Brewery,0
300185,Columbia Gardens Vineyards & Winery,9340 Station Road,,TRAIL,V1R4W6,Manufacturer,Winery,0
304842,Columbus Community Centre,7201 Domano Blvd,,PRINCE GEORGE,V2N0C4,Food Primary,,250
195066,Colwood Private Liquor Store,107  2244 Sooke Road,,COLWOOD,V9B1X1,Licensee Retail Store,,
206823,Come Along Chinese Seafood Restaurant ,2550 KINGSWAY,,VANCOUVER,V5R5H2,Food Primary,,130
191701,Comer Station,3015 MacKenzie Ave N,,WILLIAMS LAKE,V2G1P5,Licensee Retail Store,,
194168,Comfort Hotel & Conference Centre,3020 Blanshard St,,VICTORIA,V8T5B5,Licensee Retail Store,,
195197,Commerce Liquor Store,107/108/109 1677 Commerce Ave,,KELOWNA,V1X8A9,Licensee Retail Store,,
305583,Commercial Sushi,2575 Commercial Dr,,VANCOUVER,V5N4C1,Food Primary,,48
200528,Commodore Ballroom & Restaurant,870 Granville Street,Level 2,VANCOUVER,V6Z1K3,Liquor Primary,,900
202091,Commodore Ballroom & Restaurant,870 Granville Street,Level 2,VANCOUVER,V6Z1K3,Food Primary,,900
192311,Commons Liquor & More,2900 Drinkwater Road,,DUNCAN,V9L6C6,Licensee Retail Store,,
203089,Como Creek Brewing,228B Cayer St,,COQUITLAM,V3K5B1,UBrew/UVin,,
304052,Como Sushi,Unit 128 1926 Como Lake Avenue,,COQUITLAM,V3J3R3,Food Primary,,33
308141,Como Taperia,201 7th Ave E.,,VANCOUVER,V5T0H3,Food Primary,,58
11934,Comox Golf Club,1718 Balmoral Ave,,COMOX,V9M2N1,Liquor Primary,,5
301768,Comox Golf Club,1718 Balmoral Ave,,COMOX,V9M2N1,Food Primary,,191
306620,Company,103 - 1940 Kane Rd.,,KELOWNA,V1V2K1,Food Primary,,100
308005,Compass Mexican Bistro,5-1770 Shawnigan Mill Bay Rd.,,SHAWNIGAN LAKE,V0R2W2,Food Primary,,30
194812,Compass Point Liquor Store,50-9900 King George Boulevard ,,SURREY,V3T4Y3,Licensee Retail Store,,
164580,Connaught Place Restaurant,112 - 1077 56TH ST,,DELTA,V4L2A2,Food Primary,,45
138408,Connections,3350 Spit Fire Road,,CASSIDY,V0R1H0,Food Primary,,35
302506,Connie's Cook House,2135 West 4th Avenue,,VANCOUVER,V6K1N7,Food Primary,,48
300129,Constellation Brands Canada,38691 97th Ave.,,OLIVER,V0H1T0,Manufacturer,Distillery,0
300161,Constellation Brands Canada,38691 97th Street N,,OLIVER,V0H1T0,Manufacturer,Winery,0
302264,Consuming Ventures Inc. DBA Crush Imports,,,,,Agent,,
308251,Container Brewing Ltd.,1216 Franklin St,,VANCOUVER,V6A1K1,Manufacturer,Brewery,0
92710,Continental Seafood Restaurant,Unit #150 - 11700 Cambie Road,,RICHMOND,V6X1L5,Food Primary,,420
305920,Convivia Restaurant,8312- 74th Ave ,,OSOYOOS,V0H1V5,Food Primary,,50
195480,Cook St. Liquor ,304 Cook Street,,VICTORIA,V8V3X6,Licensee Retail Store,,
307839,Cookies Grill,A3-44335 Yale Rd. ,,CHILLIWACK,V2R4H2,Food Primary,,55
307986,Cooks,B - 3273 3rd St,,CUMBERLAND,V0R1S0,Food Primary,,49
308167,Cool Chinese Restaurant,7260 Westminster Hwy,,RICHMOND,V6X1A1,Food Primary,,171
308740,CoolRunnings Bistro,5814 Riverside St,,ABBOTSFORD,V4X1T6,Food Primary,,30
308642,Coolshanagh Vineyards,6301 North Naramata Road,,PENTICTON,V0H1N1,Manufacturer,Winery,0
303176,Copa Cafe,#4030 - 4038 Cambie Street,,VANCOUVER,V5Z2X8,Food Primary,,75
306428,Copa Cafe,105 - 6200 River Road,,RICHMOND,V7C0B1,Food Primary,,111
142189,Copa Cafe,300 - 1175 Johnson St,,COQUITLAM,V3B7K1,Food Primary,,125
308456,Copper Brewing Co.,#102 - 1851 Kirschner Road,,KELOWNA,V1Y4N7,Manufacturer,Brewery,0
186535,Copper Chimney,567 Hornby St.,,VANCOUVER,V6C2E8,Food Primary,,657
301265,Copper Horse Lodge,1587 Cache Close at Kicking Horse Mountain Resort,,GOLDEN,V0A1H0,Food Primary,,105
105131,Copper Island Inn,4177 Squilax Anglemont Rd.,,SCOTCH CREEK,V0E1M5,Liquor Primary,,170
304936,Copper Island Pub,1277 Trans Canada Hwy,,SORRENTO,V0E2W0,Liquor Primary,,154
307279,Copper Kettle Spirits,4845 Brenton-Page Rd,,LADYSMITH,V9G1J6,Manufacturer,Distillery,0
35777,Copper Mug,409 - 1301 Main Street,,PENTICTON,V2A5E9,Liquor Primary,,206
301577,Copper Point Golf Club - 19th Hole,651 Highways 93 95,,INVERMERE,V0A1K3,Liquor Primary,,2
304426,Copper Point Resort,760 Cooper Rd,,INVERMERE,V0A1K2,Food Primary,,1148
304933,Copper Point Resort Lounge,760 Cooper Rd,,INVERMERE,V0A1K2,Liquor Primary,,70
308194,Copper Spirit Distillery,441 Bowen Island Trunk Road,,BOWEN ISLAND,V0N1G0,Manufacturer,Distillery,0
4859,Copper Valley Inn,19 Apex Drive,,LOGAN LAKE,V0K1W0,Liquor Primary,,136
79091,Copper Valley Inn,19 Apex Drive,,LOGAN LAKE,V0K1W0,Food Primary,,136
34711,Copperhill Lanes,404 Lapworth Street,,PRINCETON,V0X1W0,Liquor Primary,,25
159831,Coppertank Grill,3162 Broadway W,,VANCOUVER,V6K2H3,Food Primary,,97
307769,Coquille Fine Seafood,181 Carrall St,,VANCOUVER,V6B2J2,Food Primary,,197
66433,Coquitlam Inn and Convention Centre ,319 North Road ,,COQUITLAM,V3K3V8,Liquor Primary,,106
306805,Cora Breakfast and Lunch,1368 Robson St,,VANCOUVER,V6E1C5,Food Primary,,175
136154,Coral Court Szechuan Cuisine,137 2nd St E,,NORTH VANCOUVER,V7L1C2,Food Primary,,20
12718,Corbett Lake Lodge,10153 Merritt Princeton Hwy,,MERRITT,V1K1B8,Food Primary,,141
300289,Corby Spirit and Wine Limited - Corby Spiritueux Et Vins Limitee ,,,,,Agent,,
305447,Corcelettes Estate Winery,2582 Upper Bench Road,,KEREMEOS,V0X1N4,Manufacturer,Winery,0
176899,Corduroy,1943 CORNWALL AVE,,VANCOUVER,V6J1C8,Food Primary,,47
306284,Corduroy Pie Company,758 16 St W,,VANCOUVER,V5Z4L5,Food Primary,,25
195240,Cork & Barrel Spirit Merchants,118 - 2187 Oak Bay Ave,,OAK BAY,V8R1G1,Licensee Retail Store,,
203288,Cork 'N' Label U-Brew,Unit D 1420 Hugh Allan Dr,,KAMLOOPS,V1S1L8,UBrew/UVin,,
214263,Cork N Cap U-Brew,2417 Golf Course Dr,,BLIND BAY,V0E1H0,UBrew/UVin,,
302912,Corks 'N Candles,36 - 1610 Robson Street,,VANCOUVER,V6G1C7,Wine Store,Off-site Winery Store,
138366,Corky's Irish Pub,3-45844 Yale Road,,CHILLIWACK,V2P2N8,Liquor Primary,,410
195150,Corky's Liquor Bin,45844 Yale Road,,CHILLIWACK,V2P2N8,Licensee Retail Store,,
306159,Corlan Vineyard & Farm,8441 McFarlane Rd,,DENMAN ISLAND,V0R1T0,Manufacturer,Winery,0
303282,Cornerstone,208-A 5th Street,,COURTENAY,V9N1J6,Food Primary,,49
307989,Corona's Mexican Restaurant,750 - 32525 London Ave,,MISSION,V2V6M7,Food Primary,,67
302830,Corral Restaurant,1549 97 Hwy N,,70 MILE HOUSE,V0K2K0,Food Primary,,60
307641,Cortes Natural Food Co-Op,800 Sutil Point Road,,MANSON'S LANDING,V0P1K0,Food Primary,,100
303533,Costa Del Sol,4578B Marine Ave.,,POWELL RIVER,V8A2K6,Food Primary,,50
192774,Costless Liquor Store,2626 Vance Rd,,PRINCE GEORGE,V2N7N7,Licensee Retail Store,,
308349,Cotto Al Mare ,2728 O'Hara Lane,,SURREY,V4A3E4,Food Primary,,100
307845,Cotto Enoteca Pizzeria ,6011 Hastings Street,,BURNABY,V5B1R8,Food Primary,,48
303773,Country Kitchen ,5 - 415 Commonwealth Road,,KELOWNA,V4V1P4,Food Primary,,68
303463,Country Kitchen Family Restaurant,245 Vermilion Ave,,PRINCETON,V0X1W0,Food Primary,,100
306407,Country Vines,12900 Steveston Hwy,,RICHMOND,V6W1A3,Manufacturer,Winery,0
212010,Country Wine Cellar,618B - 7th Ave,,KEREMEOS,V0X1N0,UBrew/UVin,,
201893,Country Wines/Oliver,5888 Main Street,,OLIVER,V0H1T0,UBrew/UVin,,
308010,Court 6 Cafe,115 - 13180 Mitchell Rd,,RICHMOND,V6V1M8,Food Primary,,37
195257,Courtenay Liquor Plus,2751 Cliffe Avenue,,COURTENAY,V9M1P8,Licensee Retail Store,,
306838,Courtenay and District Fish and Game Protective Association,3780 Colake Road,,COURTENAY,V9N5N4,Liquor Primary,,523
213605,Courtyard Cafe & Patio,673 MEMORIAL AVE,,QUALICUM BEACH,V9K1T1,Food Primary,,42
307927,Courtyard Marriott Hotel,900 Brunswick Street,,PRINCE GEORGE,V2L0E3,Food Primary,,596
184701,Cove Sushi,449 North DOLLARTON HWY,,NORTH VANCOUVER,V7G1M9,Food Primary,,29
60033,Cow Cafe West Coast Grill,1681 Cowichan Bay Road,,COWICHAN BAY,V0R1N0,Liquor Primary,,74
73571,Cow Cafe West Coast Grill,1681 Cowichan Bay Road,,COWICHAN BAY,V0R1N0,Food Primary,,273
119338,Cowboy Ranch,2595 Queensway Street,,PRINCE GEORGE,V2L1N1,Liquor Primary,,80
306882,Cowboy Ranch Cookhouse,2595 Queensway Street,,PRINCE GEORGE,V2L1N1,Food Primary,,170
163104,Cowichan Lake Sports Arena,311 S  Shore Rd,,LAKE COWICHAN,V0R2G0,Liquor Primary,,3034
194861,Cowichan Liquor Store,4485 Trans Canada Highway,,DUNCAN,V9L6L8,Licensee Retail Store,,
304328,Cowpuccino's,25 Cow Bay Rd,,PRINCE RUPERT,V8J1A4,Food Primary,,50
172831,Cozmos Cafe,6691 E  Hastings,,BURNABY,V5B1S1,Food Primary,,48
308098,Cozy Corner Pizzeria,2417 Burrard Ave,,VANDERHOOF,V0J3A0,Food Primary,,40
304860,Craft Beer Importers Canada Inc.,,,,,Agent,,
305662,Craft Beer Market Restaurant & Bar,85 1st Ave W,,VANCOUVER,V5Y0C4,Food Primary,,570
304412,Craft Bierhaus Revelstoke,107  2nd St E,,REVELSTOKE,V0E2S0,Liquor Primary,,147
308465,Craft Cafe,115-960 Quayside Drive,,NEW WESTMINSTER,V3M6G2,Food Primary,,52
307445,Craft Collective Brewery Distillery Cidery,1575 Vernon Drive,,VANCOUVER,V6A3P8,Manufacturer,Brewery,0
307446,Craft Collective Brewery Distillery Cidery,1575 Vernon Drive,,VANCOUVER,V6A3P8,Manufacturer,Distillery,0
302399,Craft Fare - Kitchen & Porch,153 Commercial St.,,NANAIMO,V9R5G5,Food Primary,,45
307766,Craftwork Spirits & Beverages Ltd.,,,,,Agent,,
302037,Craig St. Brew Pub,25 Craig Street,,DUNCAN,V9L1V7,Liquor Primary,,340
302044,Craig Street Brewing Company,25 Craig Street,,DUNCAN,V9L1V7,Manufacturer,Brewery,0
302355,Craig's Table,240 Reid Street,,QUESNEL,V2J2M2,Food Primary,,80
13842,Cranberry Arms Hotel,1604 Cedar Road,,NANAIMO,V9X1L2,Liquor Primary,,87
31395,Cranberry Inn,5728 Manson Ave,,POWELL RIVER,V8A3R8,Liquor Primary,,110
195184,Cranberry Inn Liquor Store,5728 Manson Ave,,POWELL RIVER,V8A3R8,Licensee Retail Store,,
51338,Cranbrook Curling Centre,1777 2nd Street N,,CRANBROOK,V1C7G9,Liquor Primary,,534
22967,Cranbrook Hotel,719 Baker Street,,CRANBROOK,V1C1A1,Liquor Primary,,206
88132,Cranbrook Hotel,719 Baker Street,,CRANBROOK,V1C1A1,Liquor Primary,,121
300114,Crannog Ales ,706 Elson Road,,SORRENTO,V0E2W0,Manufacturer,Brewery,0
41288,Crash Hotel,38005 Cleveland Ave,,SQUAMISH,V0N3G0,Liquor Primary,,204
139161,Crash Hotel,38005 Cleveland Ave,,SQUAMISH,V0N3G0,Liquor Primary,,106
308815,Crave Creative Kitchen,127 - area 27 rd,,OLIVER,V0H1T0,Catering,,
139836,Cravings Restaurant ,8804 OSLER ST,,VANCOUVER,V6P4G2,Food Primary,,122
104096,Crazy Raven Bar & Grill,CYPRESS PROVINCIAL PARK,,WEST VANCOUVER,V7V3N9,Food Primary,,956
108881,Crazy Raven Bar & Grill,CYPRESS PROVINCIAL PARK,,WEST VANCOUVER,V7V3N9,Liquor Primary,,312
300180,Creative Brands,965 McGill Place,,KAMLOOPS,V2C6N9,Manufacturer,Distillery,0
308236,Creek & Gully Cider,1053 Poplar Grove Road,,PENTICTON,V2A8T6,Manufacturer,Winery,0
303634,Creekbread,2021 Karen Cres.,,WHISTLER,V0N1B2,Food Primary,,149
139140,Creeker's Pub,4850 Beaver Creek Rd,,PORT ALBERNI,V9Y7C8,Liquor Primary,,290
195444,Creekers Liquor Beer and Wine Store,4850 BEAVER CREEK RD,,PORT ALBERNI,V9Y7C8,Licensee Retail Store,,
301626,Creekside Cafe,3904  51st Ave W,,VANCOUVER,V6N3W1,Food Primary,,222
306591,Creme Cheese Shop,205 Spokane St,,KIMBERLEY,V1A2E7,Food Primary,,30
306595,Creme De La Crumb Bakeshop & Catering,10 - 200 Granville Street,,VANCOUVER,V6C1S4,Food Primary,,24
304849,Creme de la Crumb Bakeshop & Catering,110 - 2955 Virtual Way,,VANCOUVER,V5M4X6,Food Primary,,56
300845,Crescent Harbour House Restaurant,100 - 12233 Beecher Street,,SURREY,V4A3A2,Food Primary,,47
306241,Crescent Hill Winery,205 Spruce Road,,PENTICTON,V2A8V9,Manufacturer,Winery,0
205573,Crescent Wines,#108 & 109 2255 King George Hwy ,,SURREY,V4A5A4,UBrew/UVin,,
301007,Crescent Wines,#20535-A Douglas Crescent,,LANGLEY,V3A4B6,UBrew/UVin,,
22815,Crest Hotel,222  1st Ave W,,PRINCE RUPERT,V8J1A8,Food Primary,,378
22836,Crest Hotel,222  1st Ave W,,PRINCE RUPERT,V8J1A8,Liquor Primary,,156
46637,Creston Curling Club,312 19th Ave,PO  Box 596,CRESTON,V0B1G0,Liquor Primary,,230
83532,Creston Golf Club,1800 Mallory Rd,,CRESTON,V0B1G2,Liquor Primary,,2
302185,Creston Golf Club,1800 Mallory Rd.,,CRESTON,V0B1G2,Food Primary,,317
195025,Creston Liquor Store,1507 Canyon Street,,CRESTON,V0B1G0,Licensee Retail Store,,
134665,Creston Valley Bakery,113 10th Ave N,,CRESTON,V0B1G0,Food Primary,,99
306123,Creston and District Community Complex,312 19th Avenue North,,CRESTON,V0B1G0,Liquor Primary,,941
140176,Cristoforo Colombo Lodge,2550 8th Ave S,,CRANBROOK,V1C7E7,Liquor Primary,Club,145
130388,Cristos Taverna,4624 E  HASTINGS,,BURNABY,V5C2K5,Food Primary,,73
16665,Croft Hotel,1168  4th Ave,,PRINCE GEORGE,V2L3J3,Liquor Primary,,80
300929,Croft's Brewing & Wine off the Vine,955 E South Mackenzie Ave,,WILLIAMS LAKE,V2G3X9,UBrew/UVin,,
195309,Crofton Hotel,1534 Joan Ave,,CROFTON,V0R1R0,Licensee Retail Store,,
8440,Crofton Hotel,1534 Joan Avenue,,CROFTON,V0R1R0,Liquor Primary,,229
308156,Crofton Manor,2803 41st Ave W,,VANCOUVER,V6N4B4,Food Primary,,730
307210,CrossRoads Brewing ,508 George Street,,PRINCE GEORGE,V2L1R7,Manufacturer,Brewery,0
303534,Crossroad Grill,13518  Sunshine Coast Hwy,,PENDER HARBOUR,V0N2H0,Food Primary,,12
195470,Crosstown Liquor Store,568 Abbott Street,,VANCOUVER,V6R4N9,Licensee Retail Store,,
307411,Crow's Nest Distillery,Unit 117 - 667 Sumas Way,,ABBOTSFORD,V2S7P4,Manufacturer,Distillery,0
308457,Crown N Anchor Public House & Grill ,995 Lakeshore Dr SW,,SALMON ARM,V1E1E4,Liquor Primary,,219
307201,Crown Palace Banquet Hall,201-12025 Nordel Way,,SURREY,V3W1W1,Catering,,
91339,Crown Point Hotel,1389 Bay Ave,,TRAIL,V1R4A7,Liquor Primary,,41
195404,Crown and Anchor Beer and Wine Store,6120 Island Hwy W,,QUALICUM BEACH,V9K2E2,Licensee Retail Store,,
33518,Crown and Anchor Roadhouse Pub,6120 Island Hwy W,,QUALICUM BEACH,V9K2E2,Liquor Primary,,105
177651,Cruise Okanagan,7813 Okanagan Landing Rd,Site 10 Comp 36 RR#7,VERNON,V1T7Z3,Liquor Primary,,33
302127,Crystal Palace Restaurant,4735 Willingdon Ave.,,BURNABY,V5G3H5,Food Primary,,50
306160,Crystal Restaurant,2226 Nicola Ave,,MERRITT,V1K1H3,Food Primary,,84
305483,Cuchillo,261 Powell St,,VANCOUVER,V6A1G3,Food Primary,,165
186630,Cucina Piccolo,#130 - 3760 MONCTON STREET,,RICHMOND,V7E3A6,Food Primary,,42
303554,Cue's Game Room,342 Main Street,,PENTICTON,V2A5C3,Liquor Primary,,75
160481,Cue's Grill & Pizzeria,342 Main St,,PENTICTON,V2A5C3,Food Primary,,131
301589,Cuisine of India,908 Columbia Avenue,,CASTLEGAR,V1N1H2,Food Primary,,89
307468,Culaccino,4701 Marine Avenue,,POWELL RIVER,V8A2L2,Food Primary,,30
300291,Culin Importers Ltd.,,,,,Agent,,
305291,Culinary Capers Catering,1545 3rd Ave. W.,,VANCOUVER,V6J1J8,Catering,,
304632,Culmina Family Estate Winery,4790 Wild Rose St,,OLIVER,V0H1T0,Manufacturer,Winery,0
307149,Cult Wine Ltd.,,,,,Agent,,
307932,Cultivate Cafe,10015 Young Rd.,,CHILLIWACK,V2P4V4,Food Primary,,117
151785,Cultus Lake Golf Club,4000 Columbia Valley Highway,,CULTUS LAKE,V2R5H6,Liquor Primary,,2
306258,Cumberland Brewing Company,2732 Dunsmuir Ave,,CUMBERLAND,V0R1S0,Manufacturer,Brewery,0
308381,Cumberland Hotel - Patio & Restaurant,2714 Dunsmuir Avenue,,CUMBERLAND,V0R1S0,Food Primary,,45
301356,Cup of Joe,1 - 230 MENZIES ST,,VICTORIA,V8V1G7,Food Primary,,58
307659,Cure Lounge and Patio,2131 Lake Placid Road,,WHISTLER,V8E0B2,Liquor Primary,,166
209819,Curry Bowl,931 7th Avenue,,FERNIE,V0B1M0,Food Primary,,50
80395,Curry Club Flavours of India,980 Blanshard St,,VICTORIA,V8W2H3,Food Primary,,100
308436,Curry Lounge,130 - 16030 24 Avenue,,SURREY,V3Z0R5,Food Primary,,109
308501,Curry and Kabab,117 - 7500 120 Street,,SURREY,V3W3N1,Food Primary,,30
308029,Cygnet Hot Pot,105 & 107 1123 Westwood St.,,COQUITLAM,V3B0M1,Food Primary,,115
308400,Cypress ,4890 Cherry Creek Road,,PORT ALBERNI,V9Y8E9,Food Primary,,485
304959,D Roti Shak,808 Twelfth St,,NEW WESTMINSTER,V3M4K1,Food Primary,,25
304816,D Way Beverage Inc.,,,,,Agent,,
301730,D'Angelo Estate Winery ,979 Lochore Road,,PENTICTON,V2A8V1,Manufacturer,Winery,0
212046,D'arcy McGee's ,1127 Wharf Street,,VICTORIA,V8W1T7,Liquor Primary,,190
308785,D'oro Cafe & Gelato ,1222 Robson Street ,,VANCOUVER,V6E1C1,Food Primary,,22
308784,D'oro Gelato & Cafe,1094 Denman Street ,,VANCOUVER,V6G2M8,Food Primary,,22
303909,D/6,"6th Floor, 45 Smithe Street",,VANCOUVER,V6Z2W1,Liquor Primary,,350
125289,DAI TUNG RESTAURANT,108 1050 KINGSWAY,,VANCOUVER,V5V3C6,Food Primary,,96
209295,DAKE JAPANESE RESTAURANT,#1 - 2132 Clearbrook Rd.,,ABBOTSFORD,V2T2X2,Food Primary,,93
35390,DAM INN,3126 Station Road,,SOUTH SLOCAN,V0G2G0,Liquor Primary,,50
113315,DAN'S NEIGHBOURHOOD PUB,4204 50TH AVE N,,FORT NELSON,V0C1R0,Liquor Primary,,128
183005,DANNY'S WUN TUN RESTAURANT,3050 11666 STEVESTON HWY,,RICHMOND,V7A5J3,Food Primary,,82
35301,DARBY D. DAWES NEIGHBOURHOOD PUBLIC HOUSE,2001 MacDonald Street,,VANCOUVER,V6K3Y2,Liquor Primary,,148
191792,DARBY D. DAWES NEIGHBOURHOOD PUBLIC HOUSE,2001 MacDonald Street,,VANCOUVER,V6K3Y2,Licensee Retail Store,,
139197,DARIO'S LA PIAZZA RISTORANTE,3075 SLOCAN ST,,VANCOUVER,V5M3E4,Food Primary,,100
104028,DAVE'S FISH & CHIPS,3460 MONCTON ST,,RICHMOND,V7E3A2,Food Primary,,56
165358,DAWETT RESTAURANT,1435 ELLIS ST,,KELOWNA,V1Y2A3,Food Primary,,101
110838,DAWSON CREEK CURLING CLUB,1113 106TH AVE,C/O BOX 178,DAWSON CREEK,V1G2P2,Liquor Primary,Club,225
17035,DAWSON CREEK GOLF & COUNTRY CLUB,Mile 2 Alaska Highway,,DAWSON CREEK,V1G4G7,Liquor Primary,,1
21413,DAWSON CREEK GOLF & COUNTRY CLUB,Mile 2 Alaska Highway,,DAWSON CREEK,V1G4G7,Food Primary,,199
33209,DAWSON CREEK SKI AND RECREATION ASSOCIATION,1907 Loiselle Sub,PO  BOX 807,DAWSON CREEK,V1G4H8,Liquor Primary,,287
307794,DD Mau ,145 East Pender St,,VANCOUVER,V6A1T6,Food Primary,,96
1313,DEEP COVE CHALET,RR  1,11190 CHALET RD,SIDNEY,V8L5M1,Food Primary,,120
173374,DEEP COVE CULTURAL CENTRE,4360 GALLANT AVE,,NORTH VANCOUVER,V7G1L2,Liquor Primary,,130
119212,DEEP COVE YACHT AND SPORTS CLUB,4420 GALLANT AVE,,NORTH VANCOUVER,V7G1L2,Liquor Primary,Club,175
40876,DEER LAKE WONTON HOUSE,5107 CANADA WAY,,BURNABY,V5E3N1,Food Primary,,52
133546,DELI CITY CAFE & BUNCHES BISTRO,111 - 1889 SPRINGFIELD RD,,KELOWNA,V1Y5V5,Food Primary,,186
169923,DELICADO'S,358-A WESLEY ST,,NANAIMO,V9R2T6,Food Primary,,36
174467,DELICADO'S,404  6581 AULDS RD,,NANAIMO,V9T6J6,Food Primary,,30
97697,DELRIOS RESTAURANT,1669 128TH ST,,SURREY,V4A3V2,Food Primary,,172
173160,DELTA LION PUB & BISTRO,11186 84TH AVE,,DELTA,V4C2L7,Food Primary,,116
173731,DELTA LION PUB & BISTRO,11186 84TH AVE,,DELTA,V4C2L7,Liquor Primary,,208
218535,DENNY'S,622 SW MARINE DR,,VANCOUVER,V6P5Y1,Food Primary,,126
49072,DENNY'S (CRANBROOK),405 CRANBROOK ST,,CRANBROOK,V1C3R5,Food Primary,,150
179308,DENNY'S (NORTH KAMLOOPS),898 TRANQUILLE RD,,KAMLOOPS,V2B3S4,Food Primary,,186
13575,DENNY'S RESTAURANT,1098 DAVIE ST,,VANCOUVER,V6E1M3,Food Primary,,153
114413,DENNY'S RESTAURANT (DELTA),8487 120TH ST,,DELTA,V4C6R2,Food Primary,,136
169195,DENNY'S RESTAURANT (KAMLOOPS),570 COLUMBIA ST,,KAMLOOPS,V2C2V1,Food Primary,,106
90671,DENNY'S RESTAURANT (VERNON),4201 32ND ST,,VERNON,V1T5P3,Food Primary,,220
181762,DENT ISLAND LODGE,GENERAL DELIVERY,,STUART ISLAND,V0P1V0,Food Primary,,324
17151,DESTINY BAY RESORT,DESTINY BAY,PO BOX 6,BOSWELL,V0B1A0,Food Primary,,132
40111,DIAMOND STEAK & SEAFOOD HOUSE,8903 MAIN ST,PO BOX 1279,OSOYOOS,V0H1V0,Food Primary,,150
117750,DICK'S WOK INN,388 SCHOOL RD,PO  BOX 457,SANDSPIT,V0T1T0,Food Primary,,56
128646,DINGHY DOCK PUB & BISTRO,8 PIRATES LANE,,NANAIMO,V9R6R1,Liquor Primary,,85
180989,DINGHY DOCK PUB & BISTRO,8 PIRATES LANE,,NANAIMO,V9R6R1,Food Primary,,65
167067,DISCOVERY MASONIC TEMPLE ASSOCIATION,2905 ISLAND HWY,,CAMPBELL RIVER,V9W5B6,Liquor Primary,Club,130
88939,DISCOVERY SPORTS CLUB,714 DISCOVERY ST,,VICTORIA,V8T1H2,Liquor Primary,Club,65
300531,DND - VACSTC / Messes,2950 15TH AVENUE,,VERNON,V1T6N9,Liquor Primary,,573
162231,DOCK'S FISH AND CHIPS,15061 MARINE DR,,WHITE ROCK,V4B1C5,Food Primary,,50
111983,DOG HOUSE RESTAURANT,271 TRANS CANADA HWY,,DUNCAN,V9L3R1,Food Primary,,145
85215,DON MEE RESTAURANT,538 FISGARD ST,,VICTORIA,V8W1R4,Food Primary,,280
45874,DOUBLE DRAGON CHINESE RESTAURANT,125 STATION RD,PO  BOX 206,CLEARWATER,V0E1N0,Food Primary,,60
218357,DOUBLE HAPPINESS RESTAURANT,1420 BAY AVE,,TRAIL,V1R4B1,Food Primary,,58
111763,DOUGLAS COLLEGE,700 ROYAL AVE,,NEW WESTMINSTER,V3M5Z5,Liquor Primary,,847
120150,DRAGON GATE RESTAURANT,2349 HYDRAULIC RD,,QUESNEL,V2J4H4,Food Primary,,158
135171,DRAGON PALACE RESTAURANT (BURNS LAKE),328 YELLOWHEAD HWY,PO BOX 441,BURNS LAKE,V0J1E0,Food Primary,,70
126209,DRAGON PALACE RESTAURANT (CHETWYND),5317 S  ACCESS RD,,CHETWYND,V0C1J0,Food Primary,,100
19179,DRIFTWOOD COFFEE SHOP & DINING ROOM,4329 SOUTH ISLAND HWY,,CAMPBELL RIVER,V9H1B7,Food Primary,,159
300690,DSI Direct Source International Inc.,,,,,Agent,,
